##NAME|SUBNAME|TELNUM|NEWADDR|WEBSITE|SOURCE2|XCOORD|YCOORD@@갤러리
테오||02-334-5582|서울시 마포구 동교동 164-12 2F|http://www.theo.or.kr|김달진미술연구소|126.9237393|37.5557003
박은민갤러리||02-323-8189|서울 마포구 서교동 360-21 LK빌딩 3F|http://www.parkemgallery.com|김달진미술연구소|126.92374199999995|37.5506329
옻칠갤러리||02-338-3636|서울시 마포구 월드컵북로2길 33 (동교동)|http://www.ottchilgallery.com|김달진미술연구소|126.92241009999998|37.5567577
移LIG아트스페이스(LIG아트스페이스 스튜디오엘로 명칭변경)||02-331-0008|서울 마포구 양화로 19|http://www.ligartspace.com|김달진미술연구소|126.9186125|37.552785
갤러리라한||070-8251-6564|서울 마포구 신촌로12다길 18(노고산동 56-23)|http://www.galleryrahan.com|김달진미술연구소|126.93357179999998|37.5546998
아트몽드갤러리||02-6326-1366|서울시 마포구 와우산로 30길 15 아트몽드빌딩 2F|http://www.artmonde-gallery.com|김달진미술연구소|126.92900129999998|37.5521573
아트스페이스오||070-7558-4994|-, 경기도 파주시 탄현면 평화로 594번길 75-31|http://www.artspaceo.com|김달진미술연구소|126.91708019999999|37.5534075
인사갤러리||02-735-2655/6|서울시 마포구 양화로 45 (서교동, 메세나폴리스) 2F|http://www.insagallery.net|김달진미술연구소|126.92208630000005|37.5562989
챕터투||070-4895-1031|서울시 마포구 동교로27길 54|http://www.chapterii.org|김달진미술연구소|126.92119409999998|37.560239
공상온도||02-336-0247|서울시 마포구 동교로23길 40 B1F|http://www.gongsangondo.com|김달진미술연구소|126.91941840000004|37.5581446
산울림아트앤크래프트||02-335-5919|서울시 마포구 와우산로 157 산울림소극장, 2F|http://|김달진미술연구소|126.9300776|37.555046
갤러리815||02-332-5040|서울시 마포구 월드컵북로5가길 8-15|http://www.munbon.com|김달진미술연구소|126.91782280000007|37.5565283
갤러리한경아트앤디자인||02-324-3977|서울시 마포구 월드컵북로 4길 31|http://|김달진미술연구소|126.92115579999995|37.5577157
씨알콜렉티브||02-333-0022|서울시 마포구 성미산로120 일심빌딩 2F|http://www.cr-collective.co.kr|김달진미술연구소|126.9202603|37.5624397
스페이스소||02-322-0064|서울시 마포구 동교로17길 37|http://www.spaceso.kr|김달진미술연구소|126.91508150000004|37.5564554
ART&SPACE312|||-, 홍익대학교 홍문관 B2 아트몰 내|http://|김달진미술연구소||
이건하우스||1522-1271|서울시 마포구 동교로 161|http://|김달진미술연구소||
아트비프로젝트||010-2991-3076|-, 서울 마포구 잔다리로 70|http://www.artbproject.com|김달진미술연구소||
합정지구|||서울 마포구 월드컵로 40|http://hapjungjigu.com|김달진미술연구소||
온수공간||070-7543-3767|서울시 마포구 월드컵북로1길 74|http://|김달진미술연구소||
서드뮤지엄||02-323-9112|서울 마포구 잔다리로3길 4, 삼정빌딩 1F, B1|http://www.3rdmuseum.com|김달진미술연구소||
온수공간||070-7543-3767|서울특별시 마포구 월드컵북로1길 74(서교동)|http://onsu-gonggan.com|김달진미술연구소||
閉 금산갤러리 헤이리||031-957-6320|경기도 파주시 탄현면 법흥리 1652-140 헤이리 아트밸리 G-28|http://www.keumsan.org|김달진미술연구소|126.69660479999993|37.7892689
이비뎀갤러리||031-948-4559|경기도 파주시 탄현면 법흥리 1652-94|http://www.ibidem.co.kr|김달진미술연구소|126.6974526|37.7903874
아트팩토리||031-957-1054|경기도 파주시 탄현면 헤이리마을길 63-15|http://www.artfactory4u.com|김달진미술연구소|126.6987024|37.7894921
93뮤지엄||031-948-6677|경기도 파주시 탄현면 헤이리마을길 59-58  예술마을헤이리G-31|http://www.93museum.co.kr|김달진미술연구소|126.69629520000001|37.78977
도도헌||031-942-0918|경기도 파주시 탄현면 법흥리 1652-540|http://www.dodohun.com|김달진미술연구소|126.7037423|37.7885656
동화나라||031-919-0518|경기도 파주시 탄현면 법흥리 1652-87|http://|김달진미술연구소|126.6985111|37.7906216
리앤박갤러리||031-957-7521|경기도 파주시 탄현면 법흥리 1652-522|http://www.leenparkgallery.com|김달진미술연구소|126.70281890000001|37.7880049
갤러리MOA||031-949-3272|경기도 파주시 탄현면 헤이리 마을길 48-37|http://www.gallerymoa.com|김달진미술연구소|126.70027559999994|37.7876336
한길아트ㆍ갤러리윌리엄모리스||031-949-9305|경기도 파주시 탄현면 법흥리 1652-136|http://www.galleryhangil.com|김달진미술연구소|126.6979147|37.7892212
閉 쌈지아트컬렉션(논밭갤러리로 명칭변경)||031-957-0720|경기도 파주시 탄현면 법흥리 1652|http://www.dalki.com|김달진미술연구소|126.6955568|37.7922459
청개구리||031-949-9522|경기도 파주시 탄현면 법흥리 1652-226|http://|김달진미술연구소|126.7007134|37.7884313
진아트||031-946-3478|경기도 파주시 탄현면 법흥리 1652-287|http://|김달진미술연구소|126.6947414|37.7882554
한향림세라믹뮤지엄(한향림옹기박물관으로 명칭변경)||031-948-1001|경기도 파주시 탄현면 헤이리마을길 96-43(법흥리 1652-577) 헤이리 아트벨리 A-1-1|http://www.heyrimuseum.com|김달진미술연구소|126.69847200000004|37.7889934
이정규장신구갤러리||031-949-3603|경기도 파주시 탄현면 헤이리마을길 63-30|http://|김달진미술연구소|126.69953320000002|37.7895707
休 갤러리터치아트||031-949-9437|경기도 파주시 탄현면 헤이리마을길 76-8|http://www.gallerytouchart.com|김달진미술연구소|126.7159861|37.8025465
갤러리더차이||031-942-5429|경기도 파주시 탄현면 헤이리마을길 55-44(법흥리 1652-180)|http://|김달진미술연구소|126.69847200000004|37.7889934
갤러리소소||031-9498154|경기도 파주시 탄현면 헤이리마을길 92|http://www.gallerysoso.com|김달진미술연구소|126.69984380000005|37.7907652
리오갤러리||031-755-8330|경기도 파주시 탄현면 헤이리마을길 76-102|http://www.liogallery.com|김달진미술연구소|126.70192789999998|37.7866959
2x13갤러리||031-943-4262|경기도 파주시 탄현면 금승리 445-5 2F|http://www.2x13gallery.com|김달진미술연구소|126.7320659|37.8306721
아트스페이스 카메라타||031-957-6835|경기도 파주시 탄현면 법흥리 1652-130 헤이리예술마을|http://|김달진미술연구소|126.6994880|37.7899468
엔토코갤러리||031-942-1613|-, 경기도 파주시 탄현면 헤이리아트밸리 1652-174|http://www.ntoco.co.kr|김달진미술연구소|126.7159861|37.8025465
알토그래프 (갤러리아이엠으로 명칭변경)||031-8071-0385|경기도 파주시 탄현면 법흥리 1652 예술마을헤이리 내 The Step E(노을)동 115, 116호|http://blog.naver.com/artograph|김달진미술연구소|126.6955568|37.7922459
포네티브스페이스||031-949-8056|경기도 파주시 탄현면 헤이리마을길 34|http://www.ponetive.co.kr|김달진미술연구소|126.70793090000006|37.784787
씽크씽크||031-956-8600|-, 경기도 파주시 탄현면 법흥리 1652-242번지 예술마을 헤이리|http://www.thinkthink.net|김달진미술연구소|126.6987038|37.7887641
공간퍼플||031-949-8655|경기 파주시 탄현면 법흥리 1652-242|http://|김달진미술연구소|126.69870379999997|37.78876410000001
休 갤러리한길||031-949-9786|경기도 파주시 탄현면 법흥리 1652-136 헤이리 예술마을|http://www.galleryhangil.com|김달진미술연구소|126.6979147|37.7892212
갤러리이레||031-941-4115|경기도 파주시 탄현면 헤이리마을길 48-12|http://www.galleryjireh.com|김달진미술연구소|126.70793090000006|37.784787
갤러리화이트블럭(아트센터화이트블럭으로 명칭변경)||031-992-4400|경기도 파주시 탄현면 법흥리 1652-238|http://www.whiteblock.org|김달진미술연구소|126.6993381|37.7888486
갤러리아이엠 (구 알토그래프)||031-8071-0385|경기도 파주시 탄현면 법흥리 1652 예술마을헤이리 내 The Step E(노을)동 115, 116호|http://blog.naver.com/soula19|김달진미술연구소|126.6955568|37.7922459
한.갤러리||031-941-0325|경기도 파주시 탄현면 법흥리 1652-485 헤이리예술마을 하늘틈 1F (Gate 9)|http://blog.naver.com/colorist61|김달진미술연구소|126.7020966|37.7868554
갤러리퍼즈 Gallery puzz||031-942-4377|경기도 파주시 탄현면 법흥리 1652-478|http://cafe.daum.com/gallery puzz|김달진미술연구소|126.70166489999997|37.7874561
갤러리소|||-,|http://|김달진미술연구소||
갤러리요나루키||031-959-1122|경기도 파주시 탄현면 헤이리마을길 82-138|http://www.yonaluky.com|김달진미술연구소|126.70793090000006|37.784787
休아다마스253갤러리||031-949-0269|경기도 파주시 탄현면 헤이리마을길 47 B1F|http://www.adamas253.com|김달진미술연구소|126.69798549999996|37.7877111
아트센터화이트블럭(구 갤러리화이트블럭)||031-992-4400|경기도 파주시 탄현면 헤이리마을길 72|http://www.whiteblock.org|김달진미술연구소|126.69847200000004|37.7889934
논밭갤러리||031-945-2720|경기도 파주시 탄현면 헤이리마을길 93-45(법흥리 1652-118) 논밭예술학교 내|http://blog.naver.com/nonbatart|김달진미술연구소|126.69847200000004|37.7889934
한향림옹기박물관||031-948-1001|경기도 파주시 탄현면 헤이리마을길 96-43|http://www.onggimuseum.com|김달진미술연구소|126.69847200000004|37.7889934
골드마인스튜디오스||031-942-7645|경기도 파주시 탄현면 헤이리마을길 82-91|http://www.goldmine-studios.com|김달진미술연구소|126.70409059999997|37.7888415
카메라타아트스페이스||0505-300-3369|경기도 파주시 탄현면 헤이리마을길 83|http://www.artcamerata.kr|김달진미술연구소|126.69959659999995|37.7899705
갤러리그안||070-7503-1386|-, 경기 파주시 탄현면 헤이리마을길 76-60|http://www.g-an.co.kr|김달진미술연구소|126.70166489999997|37.7874561
헤이리갤러리움||02-2068-5561|경기도 파주시 탄현면 헤이리마을길 75, 2층|http://|김달진미술연구소||
移 PKM갤러리(사무소)||02-734-9467|서울시 종로구 화동 137-1|http://www.pkmgallery.com|김달진미술연구소|126.9826749|37.5789929
학고재||02-720-1524|서울시 종로구 삼청로 50|http://www.hakgojae.com|김달진미술연구소|126.98026400000003|37.5802795
스페이스아침||02-723-1002|서울시 종로구 화동 138-7|http://www.mooze.co.kr|김달진미술연구소|126.9825315|37.5792971
국제갤러리||02-735-8449|서울시 종로구 삼청로 54|http://www.kukjegallery.com|김달진미술연구소|126.9804588|37.5806884
갤러리현대||02-2287-3500|서울시 종로구 삼청로 14|http://www.galleryhyundai.com|김달진미술연구소|126.97991309999997|37.577203
갤러리온||02-733-8295|서울시 종로구 삼청로 22 B1|http://www.galleryon.co.kr|김달진미술연구소|126.97989729999995|37.5778633
갤러리인||02-732-4677|서울시 종로구 청와대로 73|http://www.galleryihn.com|김달진미술연구소|126.98047229999997|37.5815247
移 갤러리빔||02-723-8574|서울시 종로구 화동  39|http://www.biim.net|김달진미술연구소|126.98183419999998|37.5821996
移 아트필리아갤러리||02-747-1223|서울 종로구 가회동 1-5 경남빌라 제상가 1F 101호|http://www.artphiliagallery.com|김달진미술연구소|126.9857215|37.5846704
갤러리도올||02-739-1406|서울시 종로구 삼청로 87|http://www.gallerydoll.com|김달진미술연구소|126.98166570000001|37.5831848
移 갤러리대아||02-725-2550|서울시 종로구 사간동 69 영정빌딩|http://artinseoul.co.kr|김달진미술연구소|126.9798973|37.5778633
이화익갤러리||02-730-7818|서울시 종로구 율곡로3길 67|http://www.leehwaikgallery.com|김달진미술연구소|126.98199850000003|37.5785302
이도갤러리 yidogallery||02-741-0724|서울시 종로구 가회동10-6|http://www.yido.kr|김달진미술연구소|126.9853157|37.5831162
갤러리아트링크||02-738-0738|서울시 종로구 율곡로3길 66-17|http://www.artlink.co.kr|김달진미술연구소|126.9827554|37.5788179
休 갤러리상||02-730-0030|서울시 종로구 인사동 159|http://www.gallerysang.com|김달진미술연구소|126.9865233|37.5722943
이목화랑||02-514-8888|서울시 종로구 북촌로 94|http://www.yeemockgallery.co.kr|김달진미술연구소|126.98541490000002|37.5851516
갤러리소연 (구 크래프트하우스)||02-379-5950|서울시 종로구 서순라길 149 1F|http://www.gallerysowyen.com|김달진미술연구소|126.99157830000001|37.57679419999999
표갤러리||02-543-7337|서울시 종로구 자하문로5길 18-4|http://www.pyoart.com|김달진미술연구소|126.97007610000003|37.5729386
移 갤러리베아르떼||02-739-4333|서울시 종로구 사간동 45|http://www.bellarte.co.kr|김달진미술연구소|126.98063769999999|37.5777868
아트파크||02-733-8500,3210-|서울시 종로구 삼청로 129|http://www.iartpark.com|김달진미술연구소|126.98148149999997|37.5868955
인사미술공간||02-760-4722|서울시 종로구 창덕궁길 89|http://www.insaartspace.or.kr|김달진미술연구소|126.98921089999999|37.5814971
갤러리조선||02-723-7133|서울시 종로구 북촌로5길 64|http://www.gallerychosun.com|김달진미술연구소|126.98145120000004|37.5798978
休 갤러리스케이프 가회동||02-747-4675|서울시 종로구 가회동 72-1|http://www.skape.co.kr|김달진미술연구소|126.9848496|37.5810885
統 아라리오갤러리서울 삼청(청담점과 통합)||02-723-6190|서울시 종로구 소격동 149-2|http://www.ararioseoul.com|김달진미술연구소|126.98200730000008|37.5790538
심여화랑||02-739-7517|서울시 종로구 율곡로1길 40-3(사간동 37-1)|http://www.simyogallery.com|김달진미술연구소|126.98117379999997|37.5779554
갤러리피프틴||02-733-1120|서울시 종로구 삼청로 90-1 1F|http://|김달진미술연구소|126.98194360000002|37.5833989
갤러리진선||02-723-3340|서울시 종로구 삼청로 59 2F|http://www.galleryjinsun.com|김달진미술연구소|126.98045990000003|37.5813606
공근혜갤러리||02-738-7776|서울시 종로구 삼청로7길 38|http://www.konggallery.com|김달진미술연구소|126.97965410000006|37.5839883
트렁크갤러리||02-3210-1233|서울시 종로구 북촌로5길 66|http://www.trunkgallery.com|김달진미술연구소|126.98137700000006|37.5798611
아카스페이스||02-739-4311|서울시 종로구 소격동 76|http://www.akaseoul.com|김달진미술연구소|126.9803914|37.5800697
移 갤러리선컨템포러리||02-720-5789|서울시 종로구 소격동 66|http://www.suncontemporary.com|김달진미술연구소|126.98036739999998|37.5805011
원앤제이갤러리||02-745-1644|서울시 종로구 북촌로 31-14|http://www.oneandj.com|김달진미술연구소|126.98413230000005|37.5797154
休 람아트바자||02-733-9617|서울시 종로구 팔판동 137 B1|http://www.ramgallery.co.kr|김달진미술연구소|126.98054869999998|37.5822327
갤러리락||02-3210-0543|서울시 종로구 삼청동 126 삼양빌딩 2F|http://www.gallery-lak.com|김달진미술연구소|126.9814817|37.5870513
갤러리담||02-738-2745|서울시 종로구 윤보선길 72|http://www.gallerydam.com|김달진미술연구소|126.98341700000003|37.5790362
갤러리안단태||02-735-3392|서울시 종로구 소격동 92|http://www.andante.or.kr|김달진미술연구소|126.9814107|37.5802948
休 유엔씨갤러리||02-733-2798|서울시 종로구 사간동 126-1|http://www.uncgallery.com|김달진미술연구소|126.9798828|37.5763558
갤러리영||02-720-3939|서울시 종로구 삼청동 140|http://|김달진미술연구소|126.9813753|37.5864684
移 리씨갤러리||02-3210-0467∼8|서울시 종로구 팔판동 128|http://www.leecgallery.com|김달진미술연구소|126.98056300000007|37.5825959
休 디아갤러리||02-742-6030|서울시 종로구 계동 7|http://dia-gallery.com|김달진미술연구소|126.98669629999995|37.5828334
갤러리아이캠 Gallery ICAM||02-736-6611/6612|서울시 종로구 팔판동 72|http://www.galleryicam.com|김달진미술연구소|126.9808840|37.5816418
갤러리벨벳||02-736-7023|서울시 종로구 팔판동 39|http://www.velvet.or.kr|김달진미술연구소|126.9812482|37.5829127
바움아트갤러리||02-742-0480|서울시 종로구 율곡로 85|http://www.baumartgallery.co.kr|김달진미술연구소|126.9885008|37.577831
몽인아트스페이스(구 몽인아트센터)||02-736-1447|서울시 종로구 삼청동 106|http://www.mongin.org|김달진미술연구소|126.9817731|37.5851049
休 갤러리상||02-730-0030|서울시 종로구 팔판동 115-52|http://www.gallerysang.co.kr|김달진미술연구소|126.9797632|37.5837135
아트비트갤러리||02-738-5511|서울시 종로구 율곡로3길 74-13|http://www.artbit.kr|김달진미술연구소|126.98295589999998|37.5790575
갤러리반디 (갤러리반디트라소로 명칭변경)||02-734-2312|서울시 종로구 사간동 36번지|http://|김달진미술연구소|126.9810775|37.5775771
사이아트갤러리||02-596-0937|서울시 종로구 안국동 63-1|http://www.hyungallery.com|김달진미술연구소|126.9839624|37.5773064
김현주갤러리||02-732-4666|서울시 종로구 삼청로7길 19-9|http://www.khjgallery.com|김달진미술연구소|126.98095549999993|37.5834553
명인박물관||02-766-0272|서울시 종로구 가회동 208-7번지|http://|김달진미술연구소|126.9851717|37.5801298
한벽원갤러리(한벽원미술관으로 명칭변경)||02-732-3777|서울시 종로구 삼청로 83|http://|김달진미술연구소|126.9814983|37.582922
休 게이트갤러리||02-3673-1006|서울시 종로구 가회동 1-5 경남빌라 제상가 1F|http://WWW.gategallery.kr|김달진미술연구소|126.9857215|37.5846704
갤러리쿤스트라움||02-730-2884|서울 종로구 팔판동 61-1번지|http://|김달진미술연구소|126.9814377|37.5821340
休 갤러리이우||02-3445-2550|서울 종로구 팔판동 44-2|http://|김달진미술연구소|126.9810894|37.5826851
스페이스다||02-766-8675|-, 서울시 종로구 원서동 86-7|http://www.spaceda.net|김달진미술연구소|126.9892129|37.5816008
향리||02-3673-0585|서울시 종로구 가회동 60|http://www.hyangli.com|김달진미술연구소|126.9845567|37.5813995
체어즈온더힐||02-747-7854|서울시 종로구 가회동 97|http://www.chairsonthehill.com|김달진미술연구소|126.9839000|37.5805658
공간화랑  gallery SPACE||02-3670-3644|서울 종로구 원서동 219 공간사옥|http://www.space-culture.com|김달진미술연구소|126.98843260000001|37.5775971
閉가회동60||02-3673-0585|서울시 종로구 북촌로11길 5|http://www.gahoedong60.com|김달진미술연구소|126.98455669999998|37.5813995
移 갤러리송아당||02-725-6713|서울 종로구 안국동 52-6|http://www.gallerysongadang.com|김달진미술연구소|126.98366799999996|37.57805980000001
서울무형문화재 교육전시장||02-747-0303|서울시 종로구 재동 53-1|http://www.seoulmaster.com|김달진미술연구소|126.98572590000003|37.5787506
스페이스모빈||02-723-7075|서울 종로구 삼청동 27-35|http://|김달진미술연구소|126.9821389|37.5869318
로뎀갤러리||02-725-8006|서울 종로구 팔판동160 1F|http://www.RothemArt.com|김달진미술연구소|126.9807151|37.5813250
갤러리플랜트 GALLERY  PLANT||02-722-2826|서울시 종로구 화동 127-3, 1층|http://www.galleryplant.kr|김달진미술연구소|126.9831926|37.5790523
갤러리비올(이언갤러리로 변경)||02-725-6777|서울시 종로구 화동 127-3  2층|http://www.galleryviol.com|김달진미술연구소|126.9831926|37.5790523
갤러리아트사간||02-720-4414|서울시 종로구 사간동 69 영정빌딩|http://www.artsagan.com|김달진미술연구소|126.97989729999995|37.5778633
갤러리도스||+82-2-737-4678|서울시 종로구 삼청로7길 37|http://www.gallerydos.com|김달진미술연구소|126.97976319999998|37.5837135
休 16번지||02-2287-3516|서울 종로구 사간동 16|http://www.16bungee.com|김달진미술연구소|126.9807790|37.5777169
갤러리에이치엘 Gallery HL||02-745-7773|서울시 종로구 원서동 55|http://www.galleryhl.com|김달진미술연구소|126.9895624|37.5822093
갤러리에쿼드나인||02-739-7008|서울시 종로구 사간동 90-1|http://|김달진미술연구소|126.9801018|37.5777263
리하우스 (구 스페이스모빈)||02-723-7075|서울시 종로구 삼청동 119-2|http://|김달진미술연구소|126.9813801|37.5862756
이언갤러리 EON GALLERY (구 갤러리비올)||02-725-6777|서울시 종로구 팔판동 137|http://www.eongallery.kr|김달진미술연구소|126.98054869999998|37.5822327
移 갤러리반디트라소 (구 갤러리반디)||02-734-2312|서울시 종로구 사간동 36|http://www.banditrazos.com|김달진미술연구소|126.9810775|37.5775771
우리들의눈 Another Way of Seeing||02-733-1996|서울시 종로구 북촌로5나길 19|http://www.artblind.or.kr|김달진미술연구소|126.98209989999998|37.5813973
두가헌||02-3210-2100|서울시 종로구 사간동 109|http://www.dugahun.com/sagan|김달진미술연구소|126.9803661|37.5772763
갤러리에뽀끄||02-747-2075|서울시 종로구 재동 38-1|http://www.galleryepoque.com/|김달진미술연구소|126.9848561|37.5787792
갤러리까페사계||02-743-6171|서울시 종로구 계동 79-6|http://www.blog.naver.com/red88666|김달진미술연구소|126.98663599999997|37.5804344
갤러리예담컨템포러리||02-723-6033|서울시 종로구 삼청동 26-2|http://|김달진미술연구소|126.98195329999998|37.5881736
나무모던앤컨템포러리아트(갤러리나무)||02-745-2207|서울시 종로구 북촌로 21-15|http://blog.naver.com/gallerynamu|김달진미술연구소|126.98436679999997|37.5787894
갤러리자작나무||02-733-7944|서울시 종로구 율곡로1길 40-7|http://www.galleryjjnamu.com|김달진미술연구소|126.98107749999997|37.5775771
에이블파인아트앤와이갤러리서울||02-546-3057|서울시 종로구 화동 127-3 1F|http://www.ablefineartny.com|김달진미술연구소|126.98319259999994|37.5790523
갤러리송아당||02-725-6713|서울시 종로구 율곡로1길 41|http://www.gallerysongadang.com|김달진미술연구소|126.98063769999999|37.5777868
옵시스아트갤러리||02-735-1139|서울 종로구 소격동 36|http://www.opsisart.co.kr|김달진미술연구소|126.98161630000004|37.5804966
갤러리41||02-744-0341|서울시 종로구 삼청로 22-31 102호|http://www.gallery41.co.kr|김달진미술연구소|126.98048930000004|37.5777892
갤러리아원||02-735-3482|서울시 종로구 북촌로5가길 3|http://www.ah-won.com|김달진미술연구소|126.98218059999999|37.5797076
갤러리한옥||02-3673-3426|서울시 종로구 북촌로11길 4|http://galleryhanok.blog.me|김달진미술연구소|126.98471749999999|37.5814811
移그리고갤러리||070-7570-3760|서울 종로구 원서동 75|http://www.grigogallery.com|김달진미술연구소|126.98902989999999|37.5828255
休 서울컨템포러리아트갤러리||02-733-7419|서울 종로구 사간동 126-3 3F|http://www.scag.co.kr|김달진미술연구소|126.97981830000003|37.5761912
광주시립미술관 갤러리GMA||02-725-0040|서울시 종로구 율곡로 1 한국슈밋트빌딩 2F|http://www.artmuse.gwangju.go.kr|김달진미술연구소|126.97981830000003|37.5761912
갤러리일호||02-6014-6677|서울시 종로구 삼청로 127-2|http://www.galleryilho.com|김달진미술연구소|126.98150820000001|37.5867659
학아재미술관 (구 학아재)||02-766-7647|서울시 종로구 돈화문로 98 선후빌딩 2F|http://www.hagajae.com|김달진미술연구소|126.9903941|37.5770489
PKM갤러리(사무소)||02-734-9467|서울시 종로구 삼청로 7길 40|http://www.pkmgallery.com|김달진미술연구소|126.9800712|37.5840396
아트웍스파리서울||070-8114-3645|서울 종로구 북촌로4길 16(계동 99-12) 3F|http://artworksparis.com|김달진미술연구소|126.98597010000003|37.5792769
아라리오갤러리서울||02-541-5701|서울 종로구 북촌로5길 84(소격동 76)|http://www.arariogallery.com|김달진미술연구소|126.98039140000003|37.5800697
갤러리에이엠 삼청점||02-733-4455|서울시 종로구 팔판길 23|http://www.galleryam.com|김달진미술연구소|126.98095409999996|37.5828469
세움아트스페이스||02-733-1943|서울시 종로구 삼청로 48|http://www.seumartspace.com|김달진미술연구소|126.98022579999997|37.5800908
도로시살롱||02-720-7230|서울시 종로구 삼청로 75-1 3F|http://blog.naver.com/dorossy_art|김달진미술연구소|126.98102610000001|37.5829548
퐁데자르||02-733-0536|서울시 종로구 삼청로7길 27|http://galeriepontdesarts.com|김달진미술연구소|126.98020339999994|37.5837245
프린트베이커리 삼청 플래그십 스토어||02-734-8800|서울시 종로구 삼청로 52|http://www.printbakery.com|김달진미술연구소|126.98036739999998|37.5805011
아트바이||070-7763-4500|서울시 종로구 창덕궁길 120 1F|http://www.artby.co.kr|김달진미술연구소|126.98876740000003|37.580603
갤러리아트비앤||02-6012-1434|서울 종로구 삼청로 22-31 2층|http://www.artbluenett.com|김달진미술연구소||
송원갤러리||010-6225-1693|서울시 종로구 계동길 62|http://|김달진미술연구소|126.98686010000006|37.5801011
재동갤러리||02-743-7530|서울시 종로구 북촌로 20-3|http://www.jaedonggallery.com|김달진미술연구소|126.98554230000002|37.5786031
한국문화정품관갤러리||02-747-5634|서울시 종로구 돈화문로11가길 99 (운니동) 한국문화정품관 3F|http://www.koaashop.com|김달진미술연구소||
페로탕||02-737-7978|서울시 종로구 팔판길 5, 1F|http://www.perrotin.com|김달진미술연구소|126.98054869999999|37.5822327
갤러리마롱||02-720-4540|서울시 종로구 북촌로 143-6|http://www.gallerymarron.com|김달진미술연구소|126.98274409999999|37.587055
에스아트갤러리||02-736-6569|서울시 종로구 삼청로 22-31|http://www.gallerysart.net|김달진미술연구소|126.98048930000004|37.5777892
바라캇 서울||02-730-1949|서울시 종로구 삼청로 58-4|http://www.barakat.kr|김달진미술연구소|126.98063920000004|37.5808251
피비갤러리||02-6263-2004|서울 종로구 북촌로 125-6 1층|http://www.pibigallery.com|김달진미술연구소|126.98309689999996|37.5870085
갤러리가회한경헌||02-742-7769|서울시 종로구 창덕궁길 170|http://|김달진미술연구소|126.9865575|37.5831332
이노갤러리||02-722-2610|서울시 종로구 삼청로 7길 20|http://www.galleryinno.com|김달진미술연구소|126.98065280000003|37.5839861
승설재||02-741-5766|서울시 종로구 북촌로7길 3-4 1F|http://chayi.modoo.at|김달진미술연구소|126.98461109999994|37.5800601
가고시포갤러리||02-722-9669|서울시 종로구 북촌로5가길 16|http://www.gagosipogallery.com|김달진미술연구소|126.98215860000005|37.5801643
spaceD9||01037469766|서울 종로구 북촌로9길 3-2|http://www.spaced9.com|김달진미술연구소|126.98466329999997|37.5811373
호아드아트|||서울시 종로구 율곡로1길 54-3,2F|http://|김달진미술연구소|126.98099130000003|37.5782503
갤러리3안||720-2722|서울시 종로구 북촌로 137-7|http://www.gallery3ann.com|김달진미술연구소|126.98298380000006|37.5869156
갤러리수:||070-7782-7770|-, 서울 종로구 팔판길 42|http://|김달진미술연구소||
갤러리도스 신관||02-737-4679|서울시 종로구 삼청로7길 28|http://www.gallerydos.com|김달진미술연구소|126.9802664|37.5840071
서이갤러리||02-762-4900|서울 종로구 계동길 102|http://www.seoigallery.com|김달진미술연구소|126.98692949999997|37.5818362
예올북촌가||02-745-5878|-, 서울 종로구 북촌로 50-1|http://yeol.org|김달진미술연구소|126.98520830000007|37.5812736
바라캇컨템포러리||02-730-1949|-, 서울 종로구 삼청로7길 36|http://barakatcontemporary.com|김달진미술연구소|126.92019129999994|37.5501193
백아트||070-7739-8808|서울 종로구 삼청동 팔판길 42번지|http://www.baikart.com|김달진미술연구소||
리만머핀 서울||02-725-0094|서울 종로구 율곡로3길 74-18, 1층|http://www.lehmannmaupin.com|김달진미술연구소||
아줄레주갤러리||02-725-6810|서울특별시 종로구 삼청로9길 19(삼청동)|http://www.azulejo.gallery|김달진미술연구소||
갤러리제이콥1212|||서울시 종로구 북촌로 25|http://|김달진미술연구소||
가모갤러리||02-733-6178|서울 종로구 삼청로 96-1|http://gamogallery8.blog.me|김달진미술연구소||
보두앙르봉서울||070-7782-7770|-, 서울 종로구 팔판길 42|http://www.baudoin-lebon.com|김달진미술연구소||
스페이스결||02-720-2838|-, 서울시 종로구 삼청로 7길 19-30|http://www.spacekyeol.com|김달진미술연구소||
러브컨템포러리아트||010-7611-5659|서울시 종로구 삼청로 22-31|http://www.luvcontemporaryart.com|김달진미술연구소||
갤러리소도비||02-515-3038|서울시 강남구 신사동 652-1 삼안빌딩 3층|http://|김달진미술연구소|127.0375362|37.5235559
두아트||02-519-0800|서울시 강남구 신사동 640-6|http://www.doart.co.kr|김달진미술연구소|127.0357753|37.5276449
休 오룸갤러리||02-518-6861/2|서울시 강남구 청담동 115-16|http://www.oroomgallery.com|김달진미술연구소|127.0468712|37.5269781
갤러리드맹||02-543-8485|서울시 강남구 청담동 12-17 1층|http://www.demain.co.kr|김달진미술연구소|127.0466618|37.5229847
갤러리람||02-515-2656/2659|서울시 강남구 청담동 62-18 J&K빌딩 3F|http://www.galleryraam.com|김달진미술연구소|127.0486287|37.522396
갤러리원||02-514-3439|서울시 강남구 압구정로71길 14 (청담동)|http://www.gallerywon.co.kr|김달진미술연구소|127.0458873|37.52747830000001
갤러리피치||02-542-2443|서울시 강남구 도산대로87길 25|http://www.galeriepici.com|김달진미술연구소|127.05014219999998|37.5263367
