##NAME|TYPE|SUBNAME|TELNUM|NEWADDR|OT|OFFDAY|COST|FEAT|WEBSITE|SOURCE2|XCOORD|YCOORD@@박물관
아트센터나비|사립||02-2121-1031|서울 종로구 종로 26, SK빌딩 4층|평일 11:00 - 18:00|토, 일, 공휴일|||http://www.nabi.or.kr|한국박물관협회||
아트센터화이트블럭|사립||031-992-4400|경기 파주시 탄현면 헤이리마을길 72|월요일~금요일 : 10:30~18:30 / 토요일~일요일, 공휴일 : 10:30~19:00||일반(19~64세) : 2,000원(단체 : 1,600원) / 청소년 (7~18세) : 1,000원(단체 : 800원) / ※단체 20명 이상|아트샵; 카페|http://www.whiteblock.org|한국박물관협회|126.6993710|37.7889570
아프리카박물관|사립||064-738-6565|제주 서귀포시 이어도로 49|09:00~19:00|연중무휴|성인 : 8,000원(단체 : 7,000원) / 청소년 : 7,000원(단체 : 6,000원) / 어린이 : 6,000원(단체 : 5,000원) / 경로, 장애인, 군인, 제주도민 : 7,000원 / ※단체 20명 이상|아트샵; 공연장; 기저귀교환대 등|http://www.africamuseum.or.kr|한국박물관협회|126.4290439|33.2399188
아해한국전통문화어린이박물관|사립||02-3418-5501|경기 과천시 추사로 133|10:00~18:00|설·추석, 매주 일요일|일반 : 5,000원 ※단체 20명 이상 50명 이하 : 4,000원 ※단체 51명 이상 : 3,000원 / 국가유공자증, 경로우대증, 장애인복지카드 소지자 : 50%할인|아트샵|http://ahaemuseum.org|한국박물관협회|127.0299873|37.4576020
안동소주박물관|사립||054-858-4541|경북 안동시 강남로 71-1|09:00~17:30|연중무휴|무료||http://www.andongsoju.net|한국박물관협회|128.7087592|36.5498322
안동시립민속박물관|공립||054-821-0649|경북 안동시 민속촌길 13|09:00~18:00|연중무휴|어른 : 1,000원(단체 : 800원) / 청소년, 초등학생, 군·경 : 300원(단체 : 200원) / ※단체 30명 이상|Book Shop|http://andong.go.kr/fm|한국박물관협회|128.7666531|36.5795038
안면도쥬라기박물관|사립||041-674-5660~1|충남 태안군 남면 곰섬로 37-20|하절기(3월~10월) 09:30~18:00 / 동절기(11월~2월) 10:00~17:30|매주 월요일(월요일이 공휴일인 경우 익일 휴관), 설·추석 당일|청소년 : 8,000원(단체 : 6,000원) / 어른 : 10,000원(단체 : 8,000원) / ※단체 30명 이상|아트샵; 카페; 매점|http://www.anmyondojurassic.com|한국박물관협회|126.3107176|36.6092750
안산어촌민속박물관|공립||032-886-2912|경기 안산시 단원구 선감동 대부황금로 7|09:00~18:00|매주 월요일, 설, 추석|일반 : 2,000원(단체 : 1,500원) / 청소년·군인 : 1,500원(단체 : 1,000원) / 어린이 : 1,000원(단체 : 700원) / ※단체 20명 이상||http://www.ansanuc.net|한국박물관협회|126.6461155|37.1925178
안산향토사박물관|공립||031-415-0041~2|경기 안산시 상록구 석호로 144|10:00~17:00|1월 1일, 설·추석 연휴|무료||http://www.ansanculture.or.kr|한국박물관협회|126.8476278|37.2991864
안상철미술관|사립||031-874-0734|경기 양주시 백석읍 권율로 905|화요일~일요일 : 11:00~17:00|매주 월요일 / 명절(설, 추석)|청소년·군인 : 1,000원(단체 : 500원) / 일반 : 3,000원(단체 : 1,000원) / ※단체 20명 이상||http://www.ahnsangchul.co.kr|한국박물관협회|126.9570625|37.7784250
안성맞춤박물관|공립||031-676-4352|경기 안성시 대덕면 서동대로 4726-15|화-일요일 09:00 - 18:00|1월1일, 설날, 추석 휴관, 월요일 휴무(월요일이 휴일인 경우 다음날 휴관)|무료||https://www.anseong.go.kr/tourPortal/museum/contents.do?mId=0101000000|한국박물관협회||
안양박물관|공립||031-687-0909|경기 안양시 만안구 예술공원로 103번길 4|09:00~18:00|매주 월요일(월요일이 공휴일인 경우 익일 휴관), 설·추석 당일|무료||http://www.ayac.or.kr/museum|한국박물관협회|126.9640233|37.3799647
안중근의사기념관|사립||02-3789-1026|서울 중구 소월로 91|하절기 10:00~17:00 / 동절기 10:00~18:00|매주 월요일, 명절 당일|무료|아트샵|http://www.ahnjunggeun.or.kr|한국박물관협회|126.9803691|37.5534654
암사동선사유적박물관|공립||02-3425-6520|서울 강동구 올림픽로 875|1월 ~ 12월(연중) 09:30 ~ 18:00 (입장마감 : 17:30)|1월 1일, 매주 월요일(단, 월요일이 공휴일일 때에는 공휴일 다음의 첫 번째 평일 「관공서의 공휴일에 관한 규정」 제2조)|어른 (만19세 ~ 64세) : 개인 - 700원, 단체(30인 이상) - 400원어린이(만7세 ~ 18세) : 개인 - 300원, 단체(30인 이상) - 200원* 만6세 이하 어린이, 만65세 이상 경로, 국가유공자, 장애우, 생활보호 대상자, 강동구 거주 다둥이카드 소지자 무료입장** 아침 운동시간 무료개방 10월 ~ 다음해 3월 : 06:00 ~ 09:00 4월 ~ 9월 : 05:30 ~ 09:00|주차장; 카페테리아; 체험마을 등|http://sunsa.gangdong.go.kr|한국박물관협회||
애니메이션박물관|공립||033-245-6470|강원 춘천시 서면 박사로 854|10:00~18:00(입장마감 17:00) (월요일 휴관)|매주월요일, 1월 1일, 명절 당일|애니매이션박물관 & 토이로봇관 : 개인 : 5,000원. 단체(20인 이상) : 4,000원무료대상 : 24개월 미만, 국가유공자, 자료기증자, 중증장애인(1~3급, 복지카드 제시, 동반1인 무료) 발권마감 : 오후 5시까지*2021년 1월 2일부터 적용|뮤지엄샵; 카페테리아; 교육실; 대극장|http://www.animationmuseum.com|한국박물관협회||
애보박물관|사립||032-466-3181|인천 남동구 민의골로 71|월~토요일 09:30~18:00|일요일, 1월 1일, 설·추석 연휴, 크리스마스|일반(19세~64세) : 2,500원 / 청소년(중·고등학생) : 2,000원 / 어린이(24개월 이상) : 1,500원 / 영유아 24개월 이하 무료, 장애인 및 경로권 소지자 50% 할인 / ※단체 20명 이상|아트샵|http://www.aebo.co.kr|한국박물관협회|126.7670082|37.4503293
양구군립박수근미술관|공립||033-480-2655|강원 양구군 양구읍 박수근로 265-15|||||http://www.parksookeun.or.kr|한국박물관협회||
양구백자박물관|공립||033-480-2664|강원 양구군 방산면 평화로 5182|09:00~18:00|매주 월요일, 1월 1일, 설ㆍ추석 오전|무료|아트샵; 체험장; 전통가마2기|http://www.yanggum.or.kr|한국박물관협회||
양구선사박물관|공립||033-480-2677|강원 양구군 양구읍 금강산로 439-52|09:00~18:00|매주 월요일(월요일이 공휴일인 경우 익일 휴관), 1월 1일, 설·추석 오전|무료|레스토랑; 카페; 전통음식점|http://www.ygpm.or.kr|한국박물관협회|127.9903825|38.1235609
양구인문학박물관|공립||033-482-9800|강원 양구군 양구읍 파로호로 869번길 101|09:00~18:00(관람종료 30분전 입장가능)|매주 월요일, 1월 1일, 설날, 추석오전 / 단, 월요일이 공휴일인 경우 다음날 휴관|무료|세미나실; 휴게실; 강사대기실; 뮤지엄샵|http://ymunhak.or.kr|한국박물관협회||
양산시립박물관|공립||055-392-3313|경남 양산시 북정로 78|09:00~18:00|매주 월요일(월요일이 공휴일인 경우 익일 휴관), 1월 1일, 설·추석 당일|무료|어린이도서관|http://museum.yangsan.go.kr|한국박물관협회|129.0490546|35.3585463
양양군오산리선사유적박물관|공립||033-670-2446|강원 양양군 손양면 학포길 33|09:00~18:00|연중무휴|어른 : 1,000원(단체 : 700원) / 청소년, 군인 : 500원(단체 : 300원) / 어린이 : 300원(단체 : 200원) / ※단체 20명 이상||http://www.osm.go.kr|한국박물관협회|128.6605665|38.0860129
양주시립장욱진미술관|공립||031-8082-4245|경기 양주시 장흥면 권율로 193|10:00~18:00|매주 월요일, 1월 1일, 설, 추석(월요일이 공휴일일 경우 그 다음날 휴관)|일반 : 5,000원(단체 : 3,500원)  / 청소년 및 군인 : 1,000원(단체 : 700원)  / 어린이 : 1,000원(단체 :700원)  / 유아 : 개인  무료(단체 :700원)  / 노인 무료|아트샵; 카페|http://changucchin.yangju.go.kr|한국박물관협회|126.9483415|37.7324895
양주회암사지박물관|공립||031-8082-4187|경기 양주시 회암사길 11|09:00~18:00|매주 월요일, 1월 1일, 설, 추석|초등학생 : 1,000원(단체 : 800원) / 청소년, 군인 : 1,500원(단체 : 1,000원) / 어른 : 2,000원(단체 1,500원) / 어린이 및 노인 : 무료 / ※단체 20명 이상||http://museum.yangju.go.kr|한국박물관협회|127.1028963|37.8412667
양평곤충박물관|공립||031-775-8022|경기 양평군 옥천면 경강로 1496|하절기(3~10월) 09:30~18:00 / 동절기(11월~2월) 09:30~17:00|매주 월요일, 1월 1일, 설, 추석|어린이, 청소년 : 2,000원(단체 : 1,500원) / 일반 : 3,000원(단체 : 2,500원) / ※단체 20명 이상 / 부모 동반시 소아 : 무료|매점|http://www.yim.go.kr|한국박물관협회|127.4491461|37.5095313
양평군립미술관|공립||031-775-8515|경기 양평군 양평읍 문화복지길 2|09:30~18:00||일반 : 1,000원(단체 : 700원) / 청소년 : 700원(단체 : 500원) / 어린이 : 500원 (단체 : 300원) / ※단체 20명 이상 / 양평군민, 장애인(동반1인 포함), 국가유공자, 군인, 노인(65세 이상), 유아(36개월 미만) : 무료|아트샵; 레스토랑; 카페; 도서관; 모유실; 미취학놀이방|http://www.ymuseum.org|한국박물관협회|127.4840260|37.4971477
양평친환경농업박물관|공립||031-772-3370|경기 양평군 용문면 용문산로 670|하절기(3월~10월): 09:30 ~18:00 / 동절기(11월~2월) : 09:30 ~17:00|매주 월요일 (정기휴관), 1월 1일, 설날, 추석(월요일이 공휴일인 경우 화요일 휴관)|무료||https://www.yp21.go.kr/museumhub/contents.do?key=992|한국박물관협회||
어진박물관|공립||063-231-0190,-0090|전북 전주시 완산구 태조로 44|09:00~19:00 / 하절기(6월~8월) 09:00~20:00 / 동절기(11월~2월) 09:00~18:00|매주 월요일, 1월 1일|어른 : 1,000원(단체 : 700원) / 청소년, 군인 : 700원(단체 : 500원) / 어린이 : 500원(단체 : 300원) / ※단체 20명 이상||http://www.eojinmuseum.org|한국박물관협회|127.1493531|35.8162368
얼음골축음기소리박물관|사립||055-354-8878|경남 밀양시 산내면 산내로 926-1|동절기(11월-4월) 09:00~18:00 / 하절기(5월-10월) 09:00~20:00|없음|성인 5,000원(단체 4,000원) / 단체 20인 이상(18세 이상) / 청소년 4,000원(단체 3,000원) : 중·고등학생(학생증 제시시) / 소인 3,000원(단체 2,000원) : 3~12세 / 경로, 장애우, 밀양시민, 군인 3,000원(단체 2,000원) : 경로(65세 이상), 장애우 1~3등급(보호자 1명 포함), 밀양시민, 군인(신분증 제시시)|주차장 : 박물관 이용 시 주차 가능한 공간이 마련되어있습니다. 운영시간 09:00~20:00 (박물관 운영시간 기준) / 휴게실 : 간단한 음료와 다과를 즐기실수 있습니다. / 교육실(강당) : 문화 및 집회시설로 체험학습 및 교육프로그램이 진행됩니다. / 주변환경 : 얼음골; 시례 호박소; 표충사|http://www.epsmuseum.co.kr|한국박물관협회|128.9352601|35.5982003
에디슨과학박물관|사립||033-655-1130~2|강원 강릉시 경포로 393|09:00~18:00|연중무휴|성인 : 7,000원(단체 :6,000원) / 중·고등학생 : 6,000원(단체 : 5,000원) / 어린이 : 5,000원(단체 : 3,500원) / 경로, 국가유공자 : 6,000원(단체 : 6,000원) / ※단체 30명 이상|아트샵; 카페|http://www.edison.kr|한국박물관협회||
여성생활사박물관|사립||031-882-8100|경기 여주군 강천면 강천로 324-20|하절기 10:00~18:00 / 동절기 10:00~17:00|매주 월요일|일반 : 5,000원(단체 : 3,000원) / 초·중·고등학생 및 어린이 : 3,000원(단체 : 2,000원) / ※단체 20명 이상|아트샵|http://www.womanlife.or.kr|한국박물관협회|127.7082224|37.2433722
여주곤충박물관|사립||031-885-1400|경기도 여주시 명품로 308-28|4월~10월 10:00~18:00  11월~3월 10:00~17:00|매주 월요일(공휴일제외)|4세(한국나이)~성인  7,000원|매점;판매점|http://www.여주곤충박물관.kr|한국박물관협회||
여주박물관|공립||031-887-3582|경기 여주시 신륵사길 6-12|하절기(3월~10월) 09:00~18:00 / 동절기(11월~2월) 09:00~017:00|매주 월요일, 1월 1일, 설·추석 당일|무료|카페테리아|http://www.yeoju.go.kr/main/museum|한국박물관협회||
여주시립폰박물관|공립||031-887-3548|경기 여주시 강변유원지길 105|3월~10월 - 09:00~18:00, 11월~2월 - 09:00~17:00|매주 월요일, 1월 1일, 설날, 추석 당일|19세 이상 64 이하 3000원 / 13세 이상 18세 이하 / 하사 이하의 군인, 의무경찰, 사회복무요원, 경비교도, 의무소방원 등 2500원 / 7세 이상 12세 이하 2000원 / * 단체(20명 이상)은 각 항목에서 500원 할인||http://phonemuseum.co.kr|한국박물관협회||
여초서예관|공립||033-461-4081|강원 인제군 북면 만해로 154|09:00~18:00|매주 월요일, 1월 1일, 설날/추석 당일|무료|카페테리아|http://yeochomuseum.kr|한국박물관협회|128.3198132|38.1890246
연기향토박물관|사립||044-862-7449|세종 연서면 양대길 34-4|09:00~18:00|연중무휴|일반 : 3,000원 / 초·중·고등학생 : 2,000원|야외 전시실|http://cafe.daum.net/yghmuseum/|한국박물관협회||
영남대학교박물관|대학||053-810-1707|경북 경산시 대학로 280|10:00~17:00|학기 중-주말 (4~5월, 10~11월 토요일 개관)방학 중-목요일만 개관, 공휴일|무료||http://museum.yu.ac.kr|한국박물관협회|128.7562750|35.8364820
영암곤충박물관|사립||061-471-4300|전남 영암군 영암읍 기찬랜드로 41|하절기 10:00 - 18:00(17시 입장마감), 동절기 10:00 - 17:00(16시 입장마감)|월요일(공휴일 제외)|28개월 이상부터 7,000원, 영암군민 5,000원|곤충농장|http://영암곤충박물관.kr/|한국박물관협회||
영암군립하정웅미술관|공립||061-470-6841|전남 영암군 군서면 구림로 96|10:00~18:00|매주 월요일, 1월 1일, 설, 추석|무료||http://haart.yeongam.go.kr|한국박물관협회|126.6219679|34.7609348
영암도기박물관|공립||061-470-6851|전남 영암군 군서면 서호정길 5|09:00 ~ 18:00|연중무휴|무료||http://dogi.yeongam.go.kr|한국박물관협회|126.6203750|34.7605333
영월Y파크|공립|술샘박물관|033-372-9411|강원 영월군 주천면 송학주천로 1467-9|화~일요일 10AM - 6PM / 매주 월요일만 16시 마감 (변동될 수 있습니다)|무휴|성인 및 청소년 15,000원 / 어린이 10,000원|아트샵|https://ypark.kr/|한국박물관협회||
영월미디어기자박물관|사립||033-372-1094|강원 영월군 한반도면 서강로 1094|하절기 09:00~18:00 / 동절기 10:00~17:00|매주 월요일(동절기 월, 화요일 휴관)|성인 : 5,000원(단체 : 4,000원) / 초 · 중 · 고등학생 : 4,000원(단체 : 3,000원) / 유치원 : 4,000원(단체 : 2,000원) / ※단체 20명 이상||http://cafe.daum.net/ywmm|한국박물관협회|128.3564500|37.2431346
영월아프리카미술박물관|사립||033-372-3229|강원 영월군 김삿갓면 영월동로 1107-1|하절기 09:00~18:00 / 동절기 10:00~17:00|매주 월요일|성인 : 5,000원(단체 : 4,000원) / 초 · 중 · 고등학생 : 4,000원(단체 : 3,000원) / 유치원 : 3,000원(단체 : 2,000원) / ※단체 20명 이상|아트샵; 카페|http://www.aamy.kr|한국박물관협회|128.5354375|37.1319321
영은미술관|사립||031-761-0137|경기 광주시 청석로 300|하절기 10:00~18:00 / 동절기 10:00~18:30|매주 월요일, 1월 1일, 설·추석 연휴|일반성인(20세이상) : 6,000원(단체 : 5,000원) / 초·중·고등학생 : 4,000원(단체 : 3,000원) / 유아 (4~7세) : 3,000원(단체 : 2,000원) / 장애인 : 무료 , 경기도 광주시민, 경로(65세 이상) : 일반관람료 50% / ※단체 20명 이상|아트샵; 카페|http://www.youngeunmuseum.org|한국박물관협회|127.2687526|37.4125635
영인문학관|사립||02-379-3182|서울 종로구 평창 30길 81|10:00~17:00|전시기간 중-월요일, 전시기간 외-주말|일반 : 5,000원(단체 : 4,000원) / 학생 : 3,000원(단체 : 2,000원) / ※단체 10명 이상||http://young-in.kr/|한국박물관협회||
영인산산림박물관|공립||041-538-1948|충남 아산시 영인면 아산온천로 16-26|하절기 10:00~18:00 / 동절기 10:00~17:00|매주 월요일, 1월 1일, 설·추석 연휴|어른 : 2,000원(단체 : 1,000원) / 초·중·고등학생 : 1,000원(단체 : 500원) / 유아, 장애인, 국가유공자, 경로 : 무료 / ※단체 20명 이상||http://museum.asanfmc.or.kr/museum|한국박물관협회||
영일민속박물관|공립||054-261-2798|경북 포항시 북구 홍해읍 한동로 51|매주 화~일요일(09:00~18:00)|신정연휴, 추석연휴, 공휴일 다음날 휴관|무료||http://www.pohang.go.kr/phtour/9311/subview.do;jsessionid=A117DD63E9F2…|한국박물관협회||
영집궁시전시관|사립||031-944-6800|경기 파주시 탄현면 국원말길 168|하절기 10:00∼18:00 / 동절기 10:00∼17:00|매주 월요일, 설ㆍ추석 당일|유치원, 초등학생, 노인 : 2,000원(단체 : 1,600원) / 중·고등학생 : 2,500원(단체 : 2,000원) / 대학생, 일반 : 3,000원(단체 : 2,400원) / ※단체 20명 이상|간이 활터|http://www.arrow.or.kr|한국박물관협회|126.7115250|37.7850083
영천역사박물관|사립||054-337-7990|경북 영천시 선창길 9||||||한국박물관협회||
예산보부상박물관|공립||041-339-8395|충남 예산군 삽교읍 예학로 65, 2층 예산군 내포문화사업소|화~금 : 10:00 ~ 20:00|월요일|성인 : 11,000원 / 청소년 :  9,000원 / 어린이 : 7,000원|난장마당; 장터마당; 보부상놀이마당; 체험공방 등|http://yesan.go.kr/kor/sub04_04_15_01.do|한국박물관협회||
예수병원의학박물관|사립||063-230-8778|전북 전주시 완산구 서원로 394|09:00~17:00|매주 일·월요일, 공휴일|무료||http://museum.jesushospital.com|한국박물관협회||
예술의전당/서울서예박물관|사립||02-580-1650~1|서울 서초구 남부순환로 2406|하절기 11:00~20:00 / 동절기 11:00~19:00|매월 마지막주 월요일|초·중·고등학생, 장애인 : 5,000원(단체 : 3,000원) / 일반 : 7,000원(단체 : 5,000원) / ※단체 20명 이상|레스토랑; 카페|http://www.sac.or.kr|한국박물관협회|127.0120366|37.4783222
예술의전당/한가람디자인미술관|사립||02-580-1705~6|서울 서초구 남부순환로 2406|하절기 11:00~20:00 / 동절기 11:00~19:00|매월 마지막주 월요일|무료(기획전은 유료)|아트샵; 레스토랑; 카페|http://www.sac.or.kr|한국박물관협회|127.0125692|37.4799011
예술의전당/한가람미술관|사립||02-580-1600~1|서울 서초구 남부순환로 2406|하절기 11:00~20:00 / 동절기 11:00~19:00|매월 마지막주 월요일|무료(기획전은 유료)|아트샵; 레스토랑; 카페|http://www.sac.or.kr|한국박물관협회|127.0142551|37.4803295
예아리박물관|사립||031-323-7277|경기 용인시 처인구 원설로 270번길 25|09:00~18:00|매주 월요일|어린이(13세 이하) : 2,000원(단체 : 1,500원) / 청소년(14~19세) : 4,000원(단체 : 3,000원) / 어른(20~64세) : 5,000원(단체 : 4,000원) / 노인(65세 이상) : 3,000원(단체 : 2,000원) / ※단체 20명 이상||http://yearee.com|한국박물관협회||
예천박물관|공립||054-650-8311|경북 예천군 감천면 복골길 150|하절기 09:00~17:30 / 동절기 09:00~17:00|1월 1일, 설날, 추석, 매주 월요일|무료||http://museum.ycg.kr|한국박물관협회||
옛길박물관|공립||054-550-8366|경북 문경시 문경읍 새재로 944|하절기 09:00~18:00 / 동절기09:00~17:00|1월 1일, 설·추석 당일|어른 : 1,000원(단체 : 800원) / 어린이, 청소년, 군인 : 700원(단체 : 200원) / ※단체 20명 이상 / ※문경시민50％할인(신분증 제시)||http://oldroad.gbmg.go.kr|한국박물관협회|128.0763883|36.7631536
옛터민속박물관|사립||042-274-4008|대전 동구 산내로 321-35|10:00~22:00|연중무휴|무료|레스토랑; 카페|http://www.yetermuseum.com|한국박물관협회|127.4404699|36.2151276
오륜대한국순교자박물관|사립||051-583-2923|부산 금정구 오륜대로 106-1|10:00~17:00|매주 월요일, 1월 1일, 설, 추석|일반 : 2,000원 / 초·중·고등학생 : 1,000원|아트샵|http://oryundaemuseum.com|한국박물관협회|129.1018500|35.2468350
오산시립미술관|공립||031-379-9940|경기 오산시 현충로 100|화~일 10:00 ~ 18:00|매주 월요일, 설날, 추석 당일, 1월 1일|무료|대공연장|http://osan.go.kr/arts|한국박물관협회||
옥천사성보박물관|사립||055-673-4951|경남 고성군 개천면 연화산1로 471-9|동절기 10:00-16:00 / 하절기 10:00-16:30|매주 월요일, 화요일, 추석과 설연휴, 1월1일|||http://www.okcheonsa.or.kr|한국박물관협회||
옥토끼우주센터|사립||032-937-6917~9|인천 강화군 불은면 강화동로 403|09:30~18:00(주말, 공휴일 19:00까지)|연중무휴|유아(4~5세) : 13,000원(단체 : 10,000원) / 소인(6~중학생) : 15,000원(단체 : 12,000원) / 대인 13,000원 / 국가유공자·경로 : 11,000원 / ※단체 20명 이상|기념품; 레스토랑; 카페; 세미나; 소강당|http://oktokki.com|한국박물관협회|126.4871573|37.6741874
온양민속박물관|사립||041-542-6001~3|충남 아산시 충무로 123|09:30~17:30|매주 월요일|일반 : 5,000원(단체 : 4,000원) / 청소년, 군인 : 4,000원(단체 : 3,000원) / 초등학생 : 3,000원(단체 : 2,000원) / 유치원 : 3,000원(단체 : 1,500원)|아트샵; 레스토랑; 카페; 교육실; 세미나실; 야외전시장|http://www.onyangmuseum.or.kr|한국박물관협회|127.0061781|36.7921546
옹청박물관|사립||031–881-4157,-70|경기도 여주시 산북면 금품2로 132|화-금 09시 - 13시 (예약제 운영)|토, 일, 월, 1월 1일, 국경일  (예약시 예외)|무료|주차장||한국박물관협회||
와보랑께박물관|사립||061-432-1465|전남 강진군 병영면 장강로 804-6|09:00~18:00|연중무휴|어른 : 2,000원(단체 : 1,500원) / 중·고등학생 : 1,500원(단체 : 1,000원) / 어린이 : 1,000원(단체 : 800원) / ※단체 25명 이상||http://www.와보랑께.kr|한국박물관협회|126.8267625|34.6997763
완주책박물관|사립||070-4907-1681|전북 완주군 삼례읍 삼례역로 68|10:00~18:00|신정/추석,설연휴|무료|무인서점; 뮤지엄샵|http://koreabookcity.com|한국박물관협회|127.0665452|35.9063561
왈종미술관|사립||064-763–3600|제주 서귀포시 칠십리로 214번길 30|하절기 (04월-08월) : 09:30~18:30 (17:30까지 입장가능)동절기 (09월-03월) : 10:00~18:00 (17:00까지 입장가능)|없음|일반 5000원 / 할인 3000원|커피샵; 아트샵|http://walartmuseum.or.kr|한국박물관협회||
왈츠와닥터만커피박물관|사립||031-576-6051|경기 남양주시 조안면 북한강로 856-37|10:30~18:00|매주 월요일|일반 : 5,000원(단체 : 4,000원) / 초등학생 : 3,000원 / ※단체 20명 이상|아트샵; 레스토랑; 카페|http://www.wndcof.org|한국박물관협회|127.3382976|37.5917958
왕궁리유적전시관|공립||063-859-4632|전북 익산시 왕궁면 궁성로 666|09:00~18:00|매주 월요일, 1월 1일|무료||http://iksan.go.kr/wg|한국박물관협회|127.0558350|35.9712532
왕조실록·의궤박물관|사립||033-339-7000|강원 평창군 진부면 오대산로 176|||||http://woljeongsamuseum.or.kr|한국박물관협회||
외도보타니아|사립||055-681-4541|경남 거제시 일운면 외도길 17|비수기 08:30~15:30 / 성수기 08:00~17:30|연중무휴|성인 : 11,000원 / 청소년 : 8,000원 / 소인 : 5,000원|기념품점|http://www.oedobotania.com|한국박물관협회|128.7118140|34.7691730
용인대학교박물관|대학||031-8020-3001~2|경기 용인시 처인구 용인대학로 134|10:00~16:00|주말, 공휴일, 방학기간|무료|카페|http://museum.yongin.ac.kr|한국박물관협회|127.1702290|37.2265030
용인시박물관|공립||031-324-4796|경기 용인시 기흥구 동백3로 79|09:00~18:00|매주 월요일|무료||http://museum.youngin.go.kr|한국박물관협회|127.1571337|37.2738504
용주사효행박물관|사립||031-226-3488|경기 화성시 용주로 136|하절기 10:00~18:00 / 동절기 10:00~17:00|연중무휴|어른 : 1,500원(단체 : 1,300원) / 청소년 : 1,000원(단체 : 800원) / 어린이 : 700원(단체 : 500원) / ※단체 30명 이상|아트샵|http://www.yongjoosa.or.kr|한국박물관협회|127.0047487|37.2114027
우륵박물관|공립||054-950-7136|경북 고령군 대가야읍 가야금길98|하절기 09:00~18:00 / 동절기 09:00~17:00|매주 월요일|무료||http://www.daegaya.net|한국박물관협회||
우리삶문화옥당박물관|사립||070-7011-6887|전남 영광군 백수읍 대신길 3길 3|10:00~17:00|매주 월요일|무료||http://www.okdangmuseum.net|한국박물관협회|126.4026349|35.3606717
우리옛돌박물관|사립||02-986-1001|서울 성북구 대사관로 13길 66|10:00~18:00 / 관람종료 한시간 전까지 입장가능합니다. / 전시설명 오전11시, 오후3시 하루2번 진행됩니다.|매주 월요일(월요일이 공휴일인 경우 정상개관합니다.)|성인(일반) 7,000원, 성인(할인) 5,000원, 성인(문화일)3,000 / 청소년(일반)5,000원,청소년(할인)3,000원,청소년(문화일)2,000원 / 어린이(일반)3,000원,어린이(할인)2,000원,어린이(문화일)1,000원 / *할인:65세 이상, 20인이상 단체, 장애인 / 중복할인불가|카페; 아트샵|http://www.koreanstonemuseum.com|한국박물관협회|126.9900255|37.6008576
우리은행은행사박물관|사립||02-2002-5090|서울 중구 소공로 51 우리은행 본점 지하 1층|10:00~18:00|매주 일요일, 공휴일|무료|카페|http://www.woorimuseum.com|한국박물관협회||
우민아트센터|사립||043-222-0357|충북 청주시 상당구 사북로 164 우민타워 B1|하절기(3월~10월) 10:00~19:00 / 동절기(11월~2월) 10:00~18:00|매주 일요일, 1월 1일, 설·추석 당일|무료|카페|http://www.wuminartcenter.org|한국박물관협회|127.4891225|36.6445675
우석뮤지엄|사립||02-364-8900|서울 서대문구 신촌로 129, 5층|10:00~20:00||||http://www.artreon.co.kr|한국박물관협회||
우석헌자연사박물관|사립||031-572-9555|경기 남양주시 진접읍 금강로 1095|10:00~19:00 / 일요일 12:00 개관|매주 월요일|대인(만19세~만64세) : 5,000원(단체 : 3,500원) / 소인(만4세~만18세) : 3,000원(단체 : 2,500원) / 4인가족 할인, (개인 관람일 경우)48개월 미만, 만 65세 이상 : 무료 / ※단체 20명 이상|아트샵; 레스토랑; 카페|http://www.geomuseum.org|한국박물관협회|127.1610250|37.6979096
우정박물관|국립||041-560-5900|충남 천안시 동남구 양지말길 11-14|오전 09:00 ~ 오후 18:00|일요일, 공휴일 / 명절연휴|무료|우정박물관에서는 우편뿐 아니라 금융을 포함한 우체국 업무 전반을 소개하고 있으며 특히 집배원복과 우체통의 변천; 세계 각국의 우체통 등을 전시하여 관람객들에게 좋은 볼거리를 제공하고 있습니다.|http://www.koreapost.go.kr/postmuseum/index.do|한국박물관협회||
우제길미술관|사립||062-224-6601|광주 동구 의재로 140-6|10:00~18:00|매주 월요일, 공휴일|무료|아트샵; 카페|http://www.wooart.co.kr|한국박물관협회|126.9430401|35.1317899
우종미술관|사립||061-804-1092|전남 보성군 조성면 조성3길 338|10:00~18:00|매주 월, 화요일|성인 : 2,000원(단체 : 1,400원) / 취학아동, 청소년, 군인 : 1,000원 / ※단체 10명 이상|아트샵|http://www.ujongart.com|한국박물관협회|127.2218889|34.8170667
우주미술관|사립||055-855-0612|경남 사천시 정동면 사천강1길 3|연중 매일|매주 월요일 / 1월 1일 / 설날 및 추석|성인 : 5,000원||http://ujumuseum.com|한국박물관협회||
울산대곡박물관|공립||052-229-6638~9|울산 울주군 두동면 서하천전로 257|09:00~18:00 (입장 09:00~17:30)|매주 월요일(월요일이 공휴일인 경우 월요일 개관, 다음날 휴일), 1월 1일|무료||http://www.ulsan.go.kr/dgmuseum/index|한국박물관협회|129.1691253|35.6191327
울산박물관|공립||052-222-8501~3|울산 남구 두왕로 277|09:00~18:00|1월 1일, 매주 월요일(단 월요일이 공휴일일 때에는 공휴일 다음의 첫 번째 평일), 기타 울산광역시장이 정하는 휴관일|무료|어린이박물관; 뮤지엄샵; 수유실|http://www.ulsan.go.kr/museum|한국박물관협회||
